0,0,1
1,1,1
2,1,1
3,1,1
4,1,1
5,2,1
6,2,1
7,2,1
8,2,1
9,2,1
10,3,1
11,3,1
12,3,1
13,3,1
14,3,1
15,4,1
16,4,1
17,4,1
18,4,1
19,4,1
20,5,1
21,5,1
22,5,1
23,5,1
24,5,1
25,6,0.5
26,6,0.5
27,6,0.5
28,6,0.5
29,6,0.5
30,7,0.5
31,7,0.5
32,7,0.5
33,7,0.5
34,7,0.5
35,8,0.5
36,8,0.5
37,8,0.5
38,8,0.5
39,8,0.5
40,9,0.5
41,9,0.5
42,9,0.5
43,9,0.5
44,9,0.5
45,10,0.5
46,10,0.5
47,10,0.5
48,10,0.5
49,10,0.5
50,11,0.1
51,11,0.1
52,12,0.1
53,12,0.1
54,13,0.1
55,13,0.1
56,14,0.1
57,14,0.1
58,15,0.1
59,15,0.1
60,16,0.1
61,16,0.1
62,17,0.1
63,17,0.1
64,18,0.1
65,18,0.1
66,19,0.1
67,19,0.1
68,20,0.1
69,20,0.1
70,20,0.1
71,20,0.1
72,20,0.1
73,20,0.1
74,20,0.1
75,20,0.1
76,20,0.1
77,20,0.1
78,20,0.1
79,20,0.1
80,20,0.1
81,20,0.1
82,20,0.1
83,20,0.1
84,20,0.1
85,20,0.1
86,20,0.1
87,20,0.1
88,20,0.1
89,20,0.1
90,20,0.1
91,20,0.1
92,20,0.1
93,20,0.1
94,20,0.1
95,20,0.1
96,20,0.1
97,20,0.1
98,20,0.1
99,20,0.1
100,20,0.1
