0,0,1
1,1,1
2,1,1
3,1,1
4,1,1
5,2,1
6,2,1
7,2,1
8,2,1
9,2,1
10,3,1
11,3,1
12,3,1
13,3,1
14,3,1
15,4,1
16,4,1
17,4,1
18,4,1
19,4,1
20,5,1
21,5,1
22,5,1
23,5,1
24,5,1
25,6,1
26,6,1
27,6,1
28,6,1
29,6,1
30,7,1
31,7,1
32,7,1
33,7,1
34,7,1
35,8,1
36,8,1
37,8,1
38,8,1
39,8,1
40,9,1
41,9,1
42,9,1
43,9,1
44,9,1
45,10,0.5
46,10,0.5
47,10,0.5
48,10,0.5
49,10,0.5
50,11,0.5
51,11,0.5
52,11,0.5
53,11,0.5
54,11,0.5
55,12,0.5
56,12,0.5
57,12,0.5
58,12,0.5
59,12,0.5
60,13,0.5
61,13,0.5
62,13,0.5
63,13,0.5
64,13,0.5
65,14,0.5
66,14,0.5
67,14,0.5
68,14,0.5
69,14,0.5
70,15,0.5
71,15,0.5
72,15,0.5
73,15,0.5
74,15,0.5
75,16,0.5
76,16,0.5
77,16,0.5
78,16,0.5
79,16,0.5
80,17,0.5
81,17,0.5
82,17,0.5
83,17,0.5
84,17,0.5
85,18,0.5
86,18,0.5
87,18,0.5
88,18,0.5
89,18,0.5
90,19,0.5
91,19,0.5
92,19,0.5
93,19,0.5
94,19,0.5
95,20,0.5
96,20,0.5
97,20,0.5
98,20,0.5
99,20,0.5
100,20,0.5
